Building,Identifier,Bed,Bath,Sq Ft,Rent Amount,QTY,Date Logged
3,"102 N. Franklin Street, #102, Madison, WI 53703",Studio,1,300,1300.0,1,08_06_2026
3,"102 N. Franklin Street, #111, Madison, WI 53703",Studio,1,300,1080.0,1,08_06_2026
3,"102 N. Franklin Street, #206, Madison, WI 53703",Studio,1,300,1170.0,1,08_06_2026
3,"102 N. Franklin Street, #314, Madison, WI 53703",Studio,1,450,1295.0,1,08_06_2026
3,"102 N. Franklin Street, #214, Madison, WI 53703",Studio,1,450,1285.0,1,08_06_2026
